query,prediction,full_response,error,tool_set,ground_truth,base_template,chosen_template,domains,source_domain,correct,unwanted_side_effects,coverage,domain
Update the status of Jessie Thomas to won in the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Jessie Thomas"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""status"", new_value=""Won"")']",The status of Jessie Thomas has been updated to 'won' in the CRM.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""status"", new_value=""Won"")']",Update the status of {current_customer_name} to {new_status_natural_language} in the crm,Update the status of {current_customer_name} to {new_status_natural_language} in the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Update the status of Jamie Anderson to lost in the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Jamie Anderson"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000133"", field=""status"", new_value=""Lost"")']",The status of Jamie Anderson has been updated to 'Lost' in the CRM.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000133"", field=""status"", new_value=""Lost"")']",Update the status of {current_customer_name} to {new_status_natural_language} in the crm,Update the status of {current_customer_name} to {new_status_natural_language} in the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Casey White is no longer a customer. Can you delete them from the crm?,"['customer_relationship_manager.search_customers.func(customer_name=""Casey White"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000167"")']",Casey White has been successfully deleted from the CRM.,,improved,"['customer_relationship_manager.delete_customer.func(customer_id=""00000167"")']",Delete {current_customer_name} from the crm,{current_customer_name} is no longer a customer. Can you delete them from the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Delete Peyton Jones from the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Peyton Jones"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000182"")']",Peyton Jones has been successfully deleted from the CRM.,,improved,"['customer_relationship_manager.delete_customer.func(customer_id=""00000182"")']",Delete {current_customer_name} from the crm,Delete {current_customer_name} from the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Kerry Robinson is no longer a customer. Can you delete them from the crm?,"['customer_relationship_manager.search_customers.func(customer_name=""Kerry Robinson"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000196"")']",Kerry Robinson has been successfully deleted from the CRM.,,improved,"['customer_relationship_manager.delete_customer.func(customer_id=""00000196"")']",Delete {current_customer_name} from the crm,{current_customer_name} is no longer a customer. Can you delete them from the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
We've got a new lead called Jordan Moore. Can you add them to the crm and assign them to Akira?,"['company_directory.find_email_address.func(name=""Akira"")', 'customer_relationship_manager.add_customer.func(customer_name=""Jordan Moore"", assigned_to_email=""akira.sato@atlas.com"", status=""Lead"")']",Jordan Moore has been added to the CRM and assigned to Akira with customer ID 00000200.,,improved,"['customer_relationship_manager.add_customer.func(customer_name=""Jordan Moore"", assigned_to_email=""akira.sato@atlas.com"", status=""Lead"")']",Add {new_customer_name} as a new lead in the crm and assign them to {assigned_to_first_name},We've got a new lead called {new_customer_name}. Can you add them to the crm and assign them to {assigned_to_first_name}?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
can you add Taylor Robinson to the crm? They're a new lead and need to be assigned to Sofia,"['company_directory.find_email_address.func(name=""Sofia"")', 'customer_relationship_manager.add_customer.func(customer_name=""Taylor Robinson"", assigned_to_email=""sofia.santos@atlas.com"", status=""Lead"")']",Taylor Robinson has been added to the CRM as a new lead and assigned to Sofia. The customer ID is 00000200.,,improved,"['customer_relationship_manager.add_customer.func(customer_name=""Taylor Robinson"", assigned_to_email=""sofia.santos@atlas.com"", status=""Lead"")']",Add {new_customer_name} as a new lead in the crm and assign them to {assigned_to_first_name},can you add {new_customer_name} to the crm? They're a new lead and need to be assigned to {assigned_to_first_name},['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
We're moving Dakota Wilson to Raj. Can you make that change in the crm?,"['customer_relationship_manager.search_customers.func(customer_name=""Dakota Wilson"")', 'company_directory.find_email_address.func(name=""Raj"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000076"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Dakota Wilson has been reassigned to Raj in the CRM.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000076"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Reassign {current_customer_name} to {assigned_to_first_name} in the crm,We're moving {current_customer_name} to {assigned_to_first_name}. Can you make that change in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Akira is taking over Reese Thomas. Can you reassign them in the crm?,"['company_directory.find_email_address.func(name=""Reese Thomas"")', 'company_directory.find_email_address.func(name=""Akira"")', 'customer_relationship_manager.search_customers.func(assigned_to_email=""reese.thomas@atlas.com"")']",No customers were found assigned to Reese Thomas. No reassignment was necessary.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000020"", field=""assigned_to_email"", new_value=""akira.sato@atlas.com"")']",Reassign {current_customer_name} to {assigned_to_first_name} in the crm,{assigned_to_first_name} is taking over {current_customer_name}. Can you reassign them in the crm?,['customer_relationship_manager'],customer_relationship_manager,False,False,uncovered,customer_relationship_manager
We're moving Taylor Jackson to Raj. Can you make that change in the crm?,"['customer_relationship_manager.search_customers.func(customer_name=""Taylor Jackson"")', 'company_directory.find_email_address.func(name=""Raj"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000189"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Taylor Jackson has been reassigned to Raj in the CRM.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000189"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Reassign {current_customer_name} to {assigned_to_first_name} in the crm,We're moving {current_customer_name} to {assigned_to_first_name}. Can you make that change in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
