query,prediction,full_response,error,tool_set,ground_truth,base_template,chosen_template,domains,source_domain,correct,unwanted_side_effects,coverage,domain
Move all of kofi's tasks that are in progress to in review,"['company_directory.find_email_address.func(name=""Kofi"")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""In Progress"", due_date="""", board="""")']",No tasks in progress for Kofi to move to In Review.,,improved,[],Move all of {name}'s tasks that are in progress to in review,Move all of {name}'s tasks that are in progress to in review,['project_management'],project_management,True,False,covered,project_management
can you move all of amir's tasks that are in progress to in review?,"['project_management.search_tasks.func(task_name="""", assigned_to_email=""amir@example.com"", list_name=""In Progress"", due_date="""", board="""")', 'company_directory.find_email_address.func(name=""Amir"")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""amir.ali@atlas.com"", list_name=""In Progress"", due_date="""", board="""")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""amir.ali@atlas.com"", list_name="""", due_date="""", board="""")']",No tasks to move from In Progress to In Review for Amir.,,improved,[],Move all of {name}'s tasks that are in progress to in review,can you move all of {name}'s tasks that are in progress to in review?,['project_management'],project_management,True,False,covered,project_management
I need to add a new task to the Front end backlog called Create wireframe for dashboard and assign it to jinsoo. It's due on December 4. Can you do that?,"['company_directory.find_email_address.func(name=""jinsoo"")', 'project_management.create_task.func(task_name=""Create wireframe for dashboard"", assigned_to_email=""jinsoo.kim@atlas.com"", list_name=""Backlog"", due_date=""2023-12-04"", board=""Front end"")']",Task 'Create wireframe for dashboard' has been successfully created and assigned to Jinsoo with task ID 00000300.,,improved,"['project_management.create_task.func(task_name=""Create wireframe for dashboard"", board=""Front end"", assigned_to_email=""jinsoo.kim@atlas.com"", due_date=""2023-12-04"", list_name=""Backlog"")']",Add a new task to the {board} backlog called {task_name} and assign it to {name}. It's due on {natural_language_due_date}.,I need to add a new task to the {board} backlog called {task_name} and assign it to {name}. It's due on {natural_language_due_date}. Can you do that?,['project_management'],project_management,True,False,uncovered,project_management
I need to add a new task to the Design backlog called Design UI for profile page and assign it to carlos. It's due on December 3. Can you do that?,"['company_directory.find_email_address.func(name=""Carlos"")', 'project_management.create_task.func(task_name=""Design UI for profile page"", assigned_to_email=""carlos.rodriguez@atlas.com"", list_name=""Backlog"", due_date=""2023-12-03"", board=""Design"")']",Task created successfully with ID: 00000300,,improved,"['project_management.create_task.func(task_name=""Design UI for profile page"", board=""Design"", assigned_to_email=""carlos.rodriguez@atlas.com"", due_date=""2023-12-03"", list_name=""Backlog"")']",Add a new task to the {board} backlog called {task_name} and assign it to {name}. It's due on {natural_language_due_date}.,I need to add a new task to the {board} backlog called {task_name} and assign it to {name}. It's due on {natural_language_due_date}. Can you do that?,['project_management'],project_management,True,False,uncovered,project_management
leila has a bunch of overdue tasks in the backlog. Can you move them to in progress?,"['project_management.search_tasks.func(assigned_to_email=""leila@example.com"", list_name=""Backlog"", due_date=""2023-11-29"", board="""")', 'project_management.search_tasks.func(assigned_to_email=""leila@example.com"", list_name=""Backlog"", due_date="""", board="""")']",Leila has no overdue tasks in the backlog to move to In Progress.,,improved,"['project_management.update_task.func(task_id=""00000149"", field=""list_name"", new_value=""In Progress"")', 'project_management.update_task.func(task_id=""00000151"", field=""list_name"", new_value=""In Progress"")', 'project_management.update_task.func(task_id=""00000190"", field=""list_name"", new_value=""In Progress"")']",Move all of {name}'s overdue tasks in the backlog to in progress,{name} has a bunch of overdue tasks in the backlog. Can you move them to in progress?,['project_management'],project_management,False,False,covered,project_management
can you move any of luis's tasks that are in review to completed?,"['company_directory.find_email_address.func(name=""Luis"")', 'project_management.search_tasks.func(assigned_to_email=""luis.ortiz@atlas.com"", list_name=""In Review"", due_date="""", board="""")', 'project_management.update_task.func(task_id=""00000249"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000272"", field=""list_name"", new_value=""Completed"")']",Luis's tasks have been updated: 'Design logo for e-commerce platform' and 'Update brand colors in website' have been moved to Completed.,,improved,"['project_management.update_task.func(task_id=""00000249"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000272"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000296"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000280"", field=""list_name"", new_value=""Completed"")']",Move any of {name}'s tasks that are in review to completed,can you move any of {name}'s tasks that are in review to completed?,['project_management'],project_management,False,True,covered,project_management
I've finished reviewing all of leila's tasks. Can you move all the ones that are in review to completed?,"['project_management.search_tasks.func(task_name="""", assigned_to_email=""leila@example.com"", list_name=""In Review"", due_date="""", board="""")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""leila@example.com"", list_name="""", due_date="""", board="""")']",No tasks to move for Leila.,,improved,"['project_management.update_task.func(task_id=""00000113"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000157"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000118"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000121"", field=""list_name"", new_value=""Completed"")']",Move any of {name}'s tasks that are in review to completed,I've finished reviewing all of {name}'s tasks. Can you move all the ones that are in review to completed?,['project_management'],project_management,False,False,covered,project_management
yuki is sick so reassign their in progress tasks to carlos.,"['project_management.search_tasks.func(task_name="""", assigned_to_email=""yuki@example.com"", list_name=""In Progress"")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""yuki@example.com"")', 'company_directory.find_email_address.func(name=""Yuki"")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""yuki.tanaka@atlas.com"", list_name=""In Progress"")', 'company_directory.find_email_address.func(name=""Carlos"")', 'project_management.update_task.func(task_id=""00000091"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']",The task has been successfully reassigned from Yuki to Carlos.,,improved,"['project_management.update_task.func(task_id=""00000091"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']",{name_1} is sick so reassign their in progress tasks to {name_2}.,{name_1} is sick so reassign their in progress tasks to {name_2}.,['project_management'],project_management,True,False,covered,project_management
I need to reassign all of chenwei's in progress tasks to yuki. Can you do that?,"['project_management.search_tasks.func(task_name="""", assigned_to_email=""chenwei@example.com"", list_name=""In Progress"")', 'company_directory.find_email_address.func(name=""Chenwei"")', 'project_management.search_tasks.func(task_name="""", assigned_to_email=""chenwei.zhang@atlas.com"", list_name=""In Progress"")', 'company_directory.find_email_address.func(name=""Yuki"")', 'project_management.update_task.func(task_id=""00000137"", field=""assigned_to_email"", new_value=""yuki.tanaka@atlas.com"")']",The task has been successfully reassigned to Yuki.,,improved,"['project_management.update_task.func(task_id=""00000137"", field=""assigned_to_email"", new_value=""yuki.tanaka@atlas.com"")']",{name_1} is sick so reassign their in progress tasks to {name_2}.,I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?,['project_management'],project_management,True,False,covered,project_management
jinsoo is on vacation now so move all their unfinished tasks to the backlog.,"['project_management.search_tasks.func(assigned_to_email=""jinsoo@example.com"", list_name=""In Progress"")', 'project_management.search_tasks.func(assigned_to_email=""jinsoo@example.com"", list_name="""")']",No unfinished tasks assigned to Jinsoo to move to the backlog.,,improved,"['project_management.update_task.func(task_id=""00000267"", field=""list_name"", new_value=""Backlog"")', 'project_management.update_task.func(task_id=""00000214"", field=""list_name"", new_value=""Backlog"")']",{name_1} is on vacation now so move all their unfinished tasks to the backlog.,{name_1} is on vacation now so move all their unfinished tasks to the backlog.,['project_management'],project_management,False,False,covered,project_management
