query,prediction,full_response,error,tool_set,ground_truth,base_template,chosen_template,domains,source_domain,correct,unwanted_side_effects,coverage,domain
Update the status of Jessie Thomas to won in the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Jessie Thomas"", customer_email="""", product_interest="""", status="""")', 'customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""status"", new_value=""Won"")']",The status of Jessie Thomas has been updated to 'Won'.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""status"", new_value=""Won"")']",Update the status of {current_customer_name} to {new_status_natural_language} in the crm,Update the status of {current_customer_name} to {new_status_natural_language} in the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Update the status of Jordan Jones to won in the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Jordan"", customer_email="""", product_interest="""", status="""", assigned_to_email="""", last_contact_date_min="""", last_contact_date_max="""", follow_up_by_min="""", follow_up_by_max="""")', 'customer_relationship_manager.update_customer.func(customer_id=""00000027"", field=""status"", new_value=""Won"")']",The status of Jordan Jones has been updated to 'Won' successfully.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000027"", field=""status"", new_value=""Won"")']",Update the status of {current_customer_name} to {new_status_natural_language} in the crm,Update the status of {current_customer_name} to {new_status_natural_language} in the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Delete Peyton Jones from the crm,"['customer_relationship_manager.search_customers.func(customer_name=""Peyton Jones"", customer_email="""", product_interest="""", status="""", assigned_to_email="""", last_contact_date_min="""", last_contact_date_max="""", follow_up_by_min="""", follow_up_by_max="""")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000182"")']",Peyton Jones has been deleted from the CRM successfully.,,improved,"['customer_relationship_manager.delete_customer.func(customer_id=""00000182"")']",Delete {current_customer_name} from the crm,Delete {current_customer_name} from the crm,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
can you add Morgan Wilson to the crm? They're a new lead and need to be assigned to Nadia,"['company_directory.find_email_address.func(name=""Nadia"")', 'customer_relationship_manager.add_customer.func(customer_name=""Morgan Wilson"", assigned_to_email=""nadia.moreau@atlas.com"", status=""Lead"", customer_email="""", customer_phone="""", last_contact_date="""", product_interest="""", follow_up_by="""")']",Morgan Wilson has been added to the CRM as a new lead with customer ID 00000200.,,improved,"['customer_relationship_manager.add_customer.func(customer_name=""Morgan Wilson"", assigned_to_email=""nadia.moreau@atlas.com"", status=""Lead"")']",Add {new_customer_name} as a new lead in the crm and assign them to {assigned_to_first_name},can you add {new_customer_name} to the crm? They're a new lead and need to be assigned to {assigned_to_first_name},['customer_relationship_manager'],customer_relationship_manager,False,True,uncovered,customer_relationship_manager
can you add Taylor Robinson to the crm? They're a new lead and need to be assigned to Sofia,"['company_directory.find_email_address.func(name=""Sofia"")', 'customer_relationship_manager.add_customer.func(customer_name=""Taylor Robinson"", assigned_to_email=""sofia.santos@atlas.com"", status=""Lead"", customer_email="""", customer_phone="""", last_contact_date="""", product_interest="""", follow_up_by="""")']",Taylor Robinson has been added to the CRM with customer ID 00000200.,,improved,"['customer_relationship_manager.add_customer.func(customer_name=""Taylor Robinson"", assigned_to_email=""sofia.santos@atlas.com"", status=""Lead"")']",Add {new_customer_name} as a new lead in the crm and assign them to {assigned_to_first_name},can you add {new_customer_name} to the crm? They're a new lead and need to be assigned to {assigned_to_first_name},['customer_relationship_manager'],customer_relationship_manager,False,True,uncovered,customer_relationship_manager
Raj is taking over Alex Jackson. Can you reassign them in the crm?,"['customer_relationship_manager.search_customers.func(customer_name="""", product_interest="""", status="""", assigned_to_email=""alex.jackson@example.com"", last_contact_date_min="""", last_contact_date_max="""", follow_up_by_min="""", follow_up_by_max="""")', 'company_directory.find_email_address.func(name=""Raj"")']","No customers assigned to Alex Jackson, no reassignment needed.",,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000038"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Reassign {current_customer_name} to {assigned_to_first_name} in the crm,{assigned_to_first_name} is taking over {current_customer_name}. Can you reassign them in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
We're moving Taylor Jackson to Raj. Can you make that change in the crm?,"['customer_relationship_manager.search_customers.func(customer_name=""Taylor Jackson"", customer_email="""", product_interest="""", status="""", assigned_to_email="""")', 'company_directory.find_email_address.func(name=""Raj"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000189"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Taylor Jackson has been successfully moved to Raj.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000189"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Reassign {current_customer_name} to {assigned_to_first_name} in the crm,We're moving {current_customer_name} to {assigned_to_first_name}. Can you make that change in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
Reassign all of Raj's leads that are interested in services to Sofia in the crm.,"['company_directory.find_email_address.func(name=""Raj"")', 'customer_relationship_manager.search_customers.func(product_interest=""Services"", status=""Lead"", assigned_to_email=""raj.patel@atlas.com"")', 'company_directory.find_email_address.func(name=""Sofia"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000154"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000100"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000108"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")']",All leads assigned to Raj interested in services have been successfully reassigned to Sofia.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000154"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000149"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000100"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000108"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")']",Reassign all of {assigned_to_first_name}'s leads that are interested in {natural_language_product_interest} to {new_assigned_to_first_name} in the crm.,Reassign all of {assigned_to_first_name}'s leads that are interested in {natural_language_product_interest} to {new_assigned_to_first_name} in the crm.,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
I need to move all of Sofia's customers that are interested in services and are either qualified or in proposal to Raj. Can you make that change in the crm?,"['company_directory.find_email_address.func(name=""Sofia"")', 'customer_relationship_manager.search_customers.func(product_interest=""Services"", status=""Qualified"", assigned_to_email=""sofia.santos@atlas.com"")', 'customer_relationship_manager.search_customers.func(product_interest=""Services"", status=""Proposal"", assigned_to_email=""sofia.santos@atlas.com"")', 'company_directory.find_email_address.func(name=""Raj"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000099"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000137"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",All of Sofia's customers interested in services and in status 'Qualified' or 'Proposal' have been successfully moved to Raj.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000099"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000137"", field=""assigned_to_email"", new_value=""raj.patel@atlas.com"")']",Give {new_assigned_to_first_name} all of {assigned_to_first_name}'s customers that are interested in {natural_language_product_interest} and are either qualified or in proposal in the crm,I need to move all of {assigned_to_first_name}'s customers that are interested in {natural_language_product_interest} and are either qualified or in proposal to {new_assigned_to_first_name}. Can you make that change in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
I need to move all of Raj's customers that are interested in hardware and are either qualified or in proposal to Sofia. Can you make that change in the crm?,"['customer_relationship_manager.search_customers.func(product_interest=""Hardware"", status=""Qualified"", assigned_to_email=""Raj"", last_contact_date_min="""", last_contact_date_max="""", follow_up_by_min="""", follow_up_by_max="""")', 'customer_relationship_manager.search_customers.func(product_interest=""Hardware"", status=""Proposal"", assigned_to_email=""Raj"", last_contact_date_min="""", last_contact_date_max="""", follow_up_by_min="""", follow_up_by_max="""")', 'company_directory.find_email_address.func(name=""Sofia"")', 'customer_relationship_manager.update_customer.func(customer_id=""00000135"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")']",Shannon White has been successfully moved to Sofia.,,improved,"['customer_relationship_manager.update_customer.func(customer_id=""00000135"", field=""assigned_to_email"", new_value=""sofia.santos@atlas.com"")']",Give {new_assigned_to_first_name} all of {assigned_to_first_name}'s customers that are interested in {natural_language_product_interest} and are either qualified or in proposal in the crm,I need to move all of {assigned_to_first_name}'s customers that are interested in {natural_language_product_interest} and are either qualified or in proposal to {new_assigned_to_first_name}. Can you make that change in the crm?,['customer_relationship_manager'],customer_relationship_manager,True,False,uncovered,customer_relationship_manager
