query,prediction,full_response,error,tool_set,ground_truth,base_template,chosen_template,domains,source_domain,correct,unwanted_side_effects,coverage,domain
Delete my last email from anaya,"['email.search_emails.func(query=""anaya"")', 'email.delete_email.func(email_id=""00000166"")']",,"Error in generating model output:
litellm.BadRequestError: OpenrouterException - model: qwen/qwen-2.5-72b-instruct does not support endpoint: completions",improved,"['email.delete_email.func(email_id=""00000166"")']",Delete my last email from {name},Delete my last email from {name},['email'],email,False,False,uncovered,email
Delete my last email from chenwei,[],,"Error in generating model output:
litellm.BadRequestError: OpenrouterException - model: qwen/qwen-2.5-72b-instruct does not support endpoint: completions",improved,"['email.delete_email.func(email_id=""00000211"")']",Delete my last email from {name},Delete my last email from {name},['email'],email,False,False,uncovered,email
All my emails from yuki from the last 3 days need to be deleted. Can you do that?,"['email.search_emails.func(query=""yuki"", date_min=""2026-07-19"", date_max=""2026-07-22"")']",No emails from Yuki found in the last 3 days.,,improved,[],Delete all my emails from {name} from the last {days} days,All my emails from {name} from the last {days} days need to be deleted. Can you do that?,['email'],email,True,False,uncovered,email
I need to get rid of all my emails from nia from the last 4 days. Can you do delete them?,"['email.search_emails.func(query=""nia"", date_min=""2023-11-26"", date_max=""2023-11-30"")', 'email.delete_email.func(email_id=""00000066"")']",All emails from Nia in the last 4 days have been deleted successfully.,,improved,"['email.delete_email.func(email_id=""00000066"")']",Delete all my emails from {name} from the last {days} days,I need to get rid of all my emails from {name} from the last {days} days. Can you do delete them?,['email'],email,True,False,uncovered,email
Delete all my emails from jinsoo from the last 4 days,"['email.search_emails.func(query=""jinsoo"", date_min=""2026-07-18"", date_max=""2023-11-30"")']",No emails from Jinsoo found in the last 4 days.,,improved,"['email.delete_email.func(email_id=""00000204"")']",Delete all my emails from {name} from the last {days} days,Delete all my emails from {name} from the last {days} days,['email'],email,False,False,uncovered,email
"I need to send an email to dmitri saying 'Hey dmitri,\n\nEncountered a few challenges while working on the Innovation and Creativity Hackathon. Could use your advice.\n\nThanks,\n\nSam' and title it 'Update on performance evaluation'. Can you do that?","['company_directory.find_email_address.func(name=""Dmitri"")', 'email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Update on performance evaluation"", body=""Hey dmitri,\\n\\nEncountered a few challenges while working on the Innovation and Creativity Hackathon. Could use your advice.\\n\\nThanks,\\n\\nSam"")']",Email sent successfully to Dmitri.,,improved,"['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Update on performance evaluation"", body=""Hey dmitri,\\n\\nEncountered a few challenges while working on the Innovation and Creativity Hackathon. Could use your advice.\\n\\nThanks,\\n\\nSam"")']",Send an email to {name} saying '{body}' and title it '{subject}',I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?,['email'],email,True,False,uncovered,email
"I need to send an email to amir saying 'amir,\n\nRegarding task 'Add authentication for email notification', I've made significant progress but have hit a snag with UI responsiveness. Could use a brainstorm session.\n\nAdditionally, I wanted to touch base on some other areas we've been focusing on lately. Our team has been working tirelessly on improving our project management workflows and enhancing collaboration across departments. This effort includes adopting new tools, refining our communication strategies, and ensuring that all team members are fully aligned with our objectifs.\n\nRegards,\n\nSam' and title it 'Update on status briefing'. Can you do that?","['email.send_email.func(recipient=""amir@example.com"", subject=""Update on status briefing"", body=""amir,\\n\\nRegarding task \'Add authentication for email notification\', I\'ve made significant progress but have hit a snag with UI responsiveness. Could use a brainstorm session.\\n\\nAdditionally, I wanted to touch base on some other areas we\'ve been focusing on lately. Our team has been working tirelessly on improving our project management workflows and enhancing collaboration across departments. This effort includes adopting new tools, refining our communication strategies, and ensuring that all team members are fully aligned with our objectifs.\\n\\nRegards,\\n\\nSam"")']",Email sent successfully.,,improved,"['email.send_email.func(recipient=""amir.ali@atlas.com"", subject=""Update on status briefing"", body=""amir,\\n\\nRegarding task \'Add authentication for email notification\', I\'ve made significant progress but have hit a snag with UI responsiveness. Could use a brainstorm session.\\n\\nAdditionally, I wanted to touch base on some other areas we\'ve been focusing on lately. Our team has been working tirelessly on improving our project management workflows and enhancing collaboration across departments. This effort includes adopting new tools, refining our communication strategies, and ensuring that all team members are fully aligned with our objectifs.\\n\\nRegards,\\n\\nSam"")']",Send an email to {name} saying '{body}' and title it '{subject}',I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?,['email'],email,False,True,uncovered,email
I need to get back to yuki's last email about 'Update on Client Appreciation Gala' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?,"['email.search_emails.func(query=""yuki update client appreciation gala"", date_min=""2023-11-01"", date_max=""2023-11-30"")', 'email.reply_email.func(email_id=""00000234"", body=""Thanks for the update - I will get back to you tomorrow."")']",Email replied successfully.,,improved,"['email.reply_email.func(email_id=""00000234"", body=""Thanks for the update - I will get back to you tomorrow."")']",Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.',I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?,['email'],email,True,False,uncovered,email
I need to get back to amir's last email about 'Update on Risk Management Forum' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?,"['email.search_emails.func(query=""amir Update on Risk Management Forum"", date_min=""2023-11-01"", date_max=""2023-11-30"")', 'email.reply_email.func(email_id=""00000188"", body=""Thanks for the update - I will get back to you tomorrow."")']",Email replied successfully.,,improved,"['email.reply_email.func(email_id=""00000188"", body=""Thanks for the update - I will get back to you tomorrow."")']",Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.',I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?,['email'],email,True,False,uncovered,email
Reply to chenwei's last email about 'Task Update on Develop prototype for login system' with 'Thanks for the update - I will get back to you tomorrow.',"['email.search_emails.func(query=""chenwei Task Update on Develop prototype for login system"", date_min=""2023-11-30"", date_max=""2023-11-30"")', 'email.search_emails.func(query=""chenwei Task Update on Develop prototype for login system"")', 'email.reply_email.func(email_id=""00000239"", body=""Thanks for the update - I will get back to you tomorrow."")']",Email replied successfully.,,improved,"['email.reply_email.func(email_id=""00000239"", body=""Thanks for the update - I will get back to you tomorrow."")']",Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.',Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.',['email'],email,True,False,uncovered,email
