query,prediction,full_response,error,tool_set,ground_truth,base_template,chosen_template,domains,source_domain,correct,unwanted_side_effects,coverage,domain
can you cancel my first meeting on December 6,"['calendar.search_events.func(time_min=""2023-12-06 00:00:00"", time_max=""2023-12-06 23:59:59"")', 'calendar.delete_event.func(event_id=""00000045"")']",The introductory call on December 6 has been successfully canceled.,,improved,"['calendar.delete_event.func(event_id=""00000045"")']",Cancel my first meeting on {natural_language_date},can you cancel my first meeting on {natural_language_date},['calendar'],calendar,True,False,uncovered,calendar
Change the name of the last event on December 19 to casual catch-up,"['calendar.search_events.func(time_min=""2023-12-19 00:00:00"", time_max=""2023-12-19 23:59:59"")', 'calendar.update_event.func(event_id=""00000096"", field=""event_name"", new_value=""casual catch-up"")']",The event name has been successfully updated to 'casual catch-up'.,,improved,"['calendar.update_event.func(event_id=""00000020"", field=""event_name"", new_value=""casual catch-up"")']",Change the name of the last event on {natural_language_date} to {event_name},Change the name of the last event on {natural_language_date} to {event_name},['calendar'],calendar,False,True,uncovered,calendar
Change the name of the last event on December 8 to feedback discussion,"['calendar.search_events.func(time_min=""2023-12-08 00:00:00"", time_max=""2023-12-08 23:59:59"")', 'calendar.update_event.func(event_id=""00000236"", field=""event_name"", new_value=""feedback discussion"")']",The event name has been successfully updated to 'feedback discussion'.,,improved,"['calendar.update_event.func(event_id=""00000185"", field=""event_name"", new_value=""feedback discussion"")']",Change the name of the last event on {natural_language_date} to {event_name},Change the name of the last event on {natural_language_date} to {event_name},['calendar'],calendar,False,True,uncovered,calendar
Delay my first meeting with yuki on December 4 by 30 minutes,"['calendar.search_events.func(query=""Yuki"", time_min=""2023-12-04 00:00:00"", time_max=""2023-12-04 23:59:59"")', 'calendar.update_event.func(event_id=""00000062"", field=""event_start"", new_value=""2023-12-04 15:00:00"")']",The meeting with Yuki on December 4 has been successfully delayed to 15:00.,,improved,"['calendar.update_event.func(event_id=""00000062"", field=""event_start"", new_value=""2023-12-04 15:00:00"")']",Push back my first meeting with {name} on {natural_language_date} by {duration}s,Delay my first meeting with {name} on {natural_language_date} by {duration}s,['calendar'],calendar,True,False,uncovered,calendar
Push back my first meeting with nia on December 12 by 1.5 hours,"['calendar.search_events.func(query=""nia"", time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59"")', 'calendar.update_event.func(event_id=""00000208"", field=""event_start"", new_value=""2023-12-12 16:00:00"")']",The meeting with Nia on December 12 has been successfully rescheduled to 4:00 PM.,,improved,"['calendar.update_event.func(event_id=""00000208"", field=""event_start"", new_value=""2023-12-12 16:00:00"")']",Push back my first meeting with {name} on {natural_language_date} by {duration}s,Push back my first meeting with {name} on {natural_language_date} by {duration}s,['calendar'],calendar,True,False,uncovered,calendar
Can you cancel the next IT Systems Update Briefing meeting,"['calendar.search_events.func(query=""IT Systems Update Briefing"", time_min=""2023-11-30 00:00:00"")', 'calendar.delete_event.func(event_id=""00000213"")']",The IT Systems Update Briefing meeting has been successfully canceled.,,improved,"['calendar.delete_event.func(event_id=""00000213"")']",Cancel the next {event_name} meeting,Can you cancel the next {event_name} meeting,['calendar'],calendar,True,False,uncovered,calendar
can you rename the next process review meeting to Customer Insight Forum,"['calendar.search_events.func(query=""process review meeting"", time_min=""2023-11-30 00:00:00"")', 'calendar.search_events.func(query=""process"", time_min=""2023-11-30 00:00:00"")', 'calendar.update_event.func(event_id=""00000137"", field=""event_name"", new_value=""Customer Insight Forum"")']",The next process review meeting has been successfully renamed to 'Customer Insight Forum'.,,improved,"['calendar.update_event.func(event_id=""00000137"", field=""event_name"", new_value=""Customer Insight Forum"")']",Rename the next {event_name} meeting to {new_event_name},can you rename the next {event_name} meeting to {new_event_name},['calendar'],calendar,True,False,uncovered,calendar
Change the name of the next brainstorming session meeting to status briefing,"['calendar.search_events.func(query=""brainstorming session"", time_min=""2023-11-30 09:00:00"", time_max=""2023-11-30 18:00:00"")', 'calendar.search_events.func(time_min=""2023-11-30 09:00:00"", time_max=""2023-11-30 18:00:00"")']",No brainstorming session found to rename.,,improved,"['calendar.update_event.func(event_id=""00000252"", field=""event_name"", new_value=""status briefing"")']",Rename the next {event_name} meeting to {new_event_name},Change the name of the next {event_name} meeting to {new_event_name},['calendar'],calendar,False,False,uncovered,calendar
sofia is off sick. Can you cancel my next meeting with them?,"['calendar.search_events.func(query=""Sofia"", time_min=""2023-11-30 00:00:00"")', 'calendar.delete_event.func(event_id=""00000027"")']",The meeting with Sofia has been successfully canceled.,,improved,"['calendar.delete_event.func(event_id=""00000027"")']",Cancel my next meeting with {name},{name} is off sick. Can you cancel my next meeting with them?,['calendar'],calendar,True,False,uncovered,calendar
I need to cancel my next meeting with akira. Can you do that for me please?,"['calendar.search_events.func(query=""Akira"", time_min=""2023-11-30 00:00:00"")']",There are no upcoming meetings scheduled with Akira to cancel.,,improved,[],Cancel my next meeting with {name},I need to cancel my next meeting with {name}. Can you do that for me please?,['calendar'],calendar,True,False,uncovered,calendar
